episode,total_demand,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48
2423,1844,9,2,10,28,14,6,0,12,19,12,31,8,2,7,52,54,73,16,4,9,36,61,303,125,6,5,41,32,80,138,62,47,15,26,83,31,86,67,1,36,77,16,7,46,23,12,8,6,0
2424,1852,8,2,1,18,12,2,0,17,13,9,19,8,3,8,46,58,81,14,4,11,39,55,318,116,5,1,42,45,80,137,68,33,19,23,69,49,75,76,1,43,81,29,11,45,25,18,8,6,1
2425,1818,13,0,3,18,6,1,0,23,19,12,30,11,1,4,51,54,73,14,1,13,36,52,314,104,4,8,42,39,83,127,65,31,15,23,81,34,56,69,1,50,73,28,14,50,23,23,13,9,4
2426,1839,11,0,4,20,15,1,0,8,21,9,16,5,1,11,40,66,57,21,2,9,29,47,305,113,4,6,49,56,71,144,81,40,23,21,81,45,62,70,0,39,90,28,16,34,29,17,14,5,3
2427,1803,14,1,3,15,12,1,0,11,9,7,19,9,3,6,46,61,75,16,3,13,33,54,275,108,9,5,41,31,80,155,84,43,8,27,90,43,78,78,1,57,61,27,8,34,20,13,10,2,4
2428,1774,9,2,5,23,11,2,0,11,23,13,27,8,2,3,50,47,85,21,2,11,22,44,253,97,5,1,49,38,102,127,94,36,17,13,86,43,57,71,0,47,69,22,16,47,27,19,10,7,0
2429,1834,7,0,7,22,13,2,0,12,12,12,27,8,2,4,54,61,70,19,0,13,35,46,305,133,6,5,44,35,81,144,83,42,14,18,65,40,74,75,1,34,69,27,14,44,22,16,10,5,2
2430,1794,8,0,8,23,10,2,0,14,17,10,23,8,2,5,55,51,73,10,2,7,30,59,280,121,2,6,42,35,83,112,73,51,12,25,75,35,54,81,3,52,87,29,10,43,27,19,14,5,1
2431,1792,11,0,3,19,15,2,0,14,18,8,23,7,1,7,45,55,74,15,0,11,37,55,268,106,6,5,54,46,73,131,70,30,20,26,83,41,70,83,1,41,76,22,12,46,20,21,14,4,3
2432,1812,10,2,5,17,9,3,0,19,16,13,20,7,2,9,38,62,75,11,4,11,34,70,284,110,4,3,51,31,65,151,81,32,8,21,93,54,57,66,0,49,80,21,11,37,25,22,12,5,2
2433,1792,12,0,10,20,5,5,0,14,14,9,23,9,8,7,44,54,76,11,2,4,37,61,284,127,3,3,44,29,63,146,80,34,13,24,85,26,60,72,4,59,78,23,13,33,28,11,8,12,5
2434,1787,15,1,6,29,8,3,0,8,13,13,21,5,3,12,43,53,53,14,3,7,29,59,283,115,5,2,43,44,69,147,76,39,14,32,72,44,64,71,3,44,87,20,12,53,24,15,6,4,1
2435,1872,3,0,5,24,9,1,0,16,8,12,25,6,2,8,56,51,75,13,3,7,41,56,324,129,5,2,50,49,66,128,77,37,17,22,81,39,63,79,0,56,90,17,13,42,20,21,17,6,1
2436,1778,10,0,4,15,10,3,0,7,25,9,20,5,1,6,45,59,75,20,1,17,43,46,266,120,4,4,46,37,65,113,78,51,11,18,81,48,56,72,1,60,77,25,15,39,23,22,15,8,2
2437,1792,10,1,8,19,9,1,0,13,21,5,16,11,2,8,52,56,59,16,1,13,24,56,272,124,2,5,45,31,67,146,69,34,21,18,83,40,80,75,1,46,96,20,10,44,30,13,11,7,1
2438,1859,10,1,5,18,8,5,0,14,23,7,17,10,1,7,50,47,73,12,1,6,32,58,299,135,5,2,39,41,64,152,75,47,22,20,73,40,80,83,0,39,96,18,16,41,30,21,10,5,1
2439,1786,10,1,5,21,8,2,0,12,14,7,20,7,4,7,46,69,84,13,1,16,32,44,297,97,3,5,38,39,79,132,86,37,13,30,77,36,68,68,1,46,69,22,7,39,27,17,20,8,2
2440,1832,8,1,3,23,13,2,0,13,18,3,16,8,3,9,60,71,63,18,2,16,28,61,296,116,6,1,40,44,85,143,68,52,19,21,75,52,64,53,1,49,83,16,8,39,30,13,13,4,2
2441,1784,11,0,4,18,14,1,0,12,16,9,19,9,2,7,48,50,83,17,1,4,42,56,286,113,4,2,44,38,74,140,78,43,18,19,78,47,71,72,1,40,69,22,12,33,23,13,12,8,1
2442,1843,6,0,1,31,5,3,0,7,16,7,21,11,0,8,52,61,66,14,0,8,39,56,284,123,5,3,42,44,84,117,86,39,19,22,73,48,85,73,1,49,83,20,13,42,24,23,21,5,3
2443,1844,8,0,5,17,11,2,0,10,22,10,23,6,2,6,50,42,72,25,3,12,34,51,274,109,7,7,47,36,80,128,87,41,12,27,84,42,56,68,2,55,94,37,17,50,31,18,18,6,0
2444,1873,12,1,2,15,14,3,0,14,16,11,26,12,1,6,48,64,71,14,3,14,29,69,282,121,8,2,42,31,92,149,69,45,16,26,79,47,75,79,0,53,64,23,16,37,24,20,14,11,3
2445,1810,13,0,5,16,7,3,0,11,22,11,33,10,1,3,45,45,69,20,2,14,24,59,279,104,3,5,35,46,60,149,57,44,15,36,76,42,74,71,1,61,82,19,14,49,30,16,18,8,3
2446,1757,10,1,2,20,10,1,0,14,22,7,20,12,2,6,43,47,74,15,6,8,32,47,269,104,5,4,40,46,66,150,61,38,13,26,85,50,79,55,1,42,75,34,15,39,20,18,15,8,0
2447,1810,11,2,9,16,14,1,0,14,14,15,26,11,2,6,38,69,71,14,3,9,42,54,265,113,2,4,43,48,67,144,76,48,14,21,73,49,71,63,1,54,77,23,21,38,18,10,16,8,2
2448,1863,7,1,9,20,8,1,1,21,15,12,20,5,6,12,45,55,72,10,3,4,29,55,298,110,6,7,52,43,86,152,68,51,9,23,80,37,74,82,0,41,82,29,15,33,24,22,14,9,5
2449,1795,12,0,8,19,14,3,0,9,13,11,24,14,1,9,54,64,61,13,4,9,34,41,263,107,5,2,42,48,74,137,82,38,19,25,100,48,63,73,0,45,66,30,8,38,19,18,14,14,0
2450,1844,10,2,6,22,6,2,0,8,14,9,28,9,3,10,52,59,70,11,1,6,31,64,287,109,6,6,35,32,69,147,63,58,18,31,79,48,66,76,1,47,90,24,14,46,24,15,17,10,3
2451,1799,13,0,3,18,13,3,0,14,10,11,29,11,1,8,36,68,68,14,3,4,39,50,276,119,4,5,49,40,67,141,78,37,18,27,73,39,69,78,0,51,77,27,9,37,23,16,13,7,3
2452,1816,7,0,2,21,9,1,0,12,22,3,21,9,3,4,40,54,75,17,2,9,23,60,294,116,6,6,48,35,76,149,67,45,19,20,71,33,78,82,1,49,91,25,6,41,20,15,17,10,2
2453,1760,11,1,6,24,8,1,0,11,12,9,22,10,1,3,49,66,63,17,3,12,31,48,270,127,3,6,48,45,60,128,79,36,19,23,67,42,62,60,4,50,62,27,14,47,27,17,14,11,4
2454,1789,15,0,9,17,11,1,0,14,17,10,20,11,0,9,49,64,73,16,2,17,25,53,277,122,7,6,54,27,70,157,72,34,9,16,75,43,47,74,0,51,70,17,11,51,28,13,14,6,5
2455,1830,9,1,3,10,10,3,0,19,16,8,17,10,3,7,47,64,69,19,1,9,31,61,282,107,5,7,42,41,72,183,94,43,17,15,90,41,69,64,1,37,70,27,15,44,20,10,12,5,0
2456,1825,12,1,4,26,13,0,0,7,19,10,24,4,1,5,49,61,77,13,4,17,30,49,267,110,4,7,49,45,70,143,73,49,18,24,75,38,62,65,1,46,88,27,11,43,27,23,16,17,1
2457,1852,8,1,6,21,12,2,0,13,14,11,17,10,1,10,44,69,82,21,4,11,33,51,297,118,7,4,36,42,78,128,84,35,17,21,61,55,56,78,2,57,86,20,16,48,22,14,15,11,3
2458,1904,12,3,5,18,15,3,0,17,28,7,25,8,2,11,37,51,76,16,2,11,42,66,296,132,7,3,42,55,58,141,74,39,20,29,75,40,69,76,0,42,93,23,8,59,29,14,13,9,3
2459,1787,4,1,4,19,10,5,0,14,13,9,20,8,3,1,48,54,89,21,0,9,29,62,264,105,3,5,40,39,49,129,89,37,13,14,73,42,71,81,2,46,75,27,22,40,34,33,18,12,1
2460,1821,12,0,3,27,16,2,0,18,13,7,17,2,1,6,53,53,72,10,1,12,35,55,301,110,5,5,46,48,77,150,78,42,10,13,74,30,68,74,2,56,80,22,11,46,21,19,11,5,2
2461,1834,7,1,2,18,8,3,0,9,14,6,16,7,2,7,59,51,84,14,1,6,33,61,295,140,4,1,46,39,78,131,75,40,12,25,93,54,56,73,0,44,73,20,14,45,27,15,11,9,5
2462,1828,5,0,8,23,13,2,0,12,18,18,30,6,6,8,57,65,78,19,1,13,37,54,275,111,2,2,49,41,74,127,80,46,13,27,76,34,58,72,2,47,84,17,12,50,19,22,8,6,1
2463,1869,9,2,6,14,10,0,0,13,20,19,22,13,0,9,57,57,71,11,2,7,24,50,296,127,3,5,49,49,54,138,93,56,17,20,90,47,63,82,1,49,80,24,13,44,24,15,10,4,0
2464,1815,10,2,5,20,12,3,0,11,16,12,23,12,0,5,45,53,72,20,1,7,34,56,273,109,6,3,39,45,95,128,72,52,21,20,60,45,57,77,2,61,85,24,13,47,21,13,17,5,6
2465,1823,14,1,8,18,9,3,0,18,15,16,29,11,3,3,58,47,65,14,2,6,25,54,272,112,2,2,47,46,81,132,74,36,20,26,103,31,89,68,3,41,76,24,12,41,20,23,10,10,3
2466,1889,11,1,3,24,17,4,0,13,13,9,17,8,0,4,59,52,84,19,4,7,29,40,302,130,2,5,47,46,87,150,70,41,9,27,69,44,76,84,0,53,86,19,13,37,34,14,15,9,2
2467,1839,11,1,9,21,14,1,0,9,23,18,18,5,0,6,57,61,79,13,5,8,33,64,268,103,3,4,42,51,68,125,78,41,13,29,102,54,72,85,2,48,69,16,14,49,20,5,16,6,0
2468,1851,9,2,6,15,7,2,0,9,16,12,23,11,4,9,47,58,74,11,3,6,37,55,298,118,6,3,59,39,75,167,79,46,12,24,77,42,64,67,1,55,65,24,12,39,19,18,13,9,4
2469,1801,11,2,6,22,10,4,0,11,14,11,16,9,1,7,37,56,69,15,1,8,38,57,271,130,7,4,37,46,67,129,97,56,10,19,81,42,71,69,1,53,89,20,7,40,20,17,10,2,1
2470,1782,6,0,9,18,10,2,0,14,25,15,29,7,3,5,38,52,64,15,2,12,28,58,264,139,8,3,38,33,84,123,76,32,13,15,70,34,66,81,0,54,82,25,20,47,26,21,9,6,1
2471,1901,8,1,3,18,5,2,0,13,22,6,18,7,2,9,54,74,61,17,1,7,33,51,292,124,5,3,49,45,70,151,88,29,16,26,106,45,65,102,1,46,69,25,18,51,28,17,7,9,2
2472,1857,11,2,5,17,10,2,0,22,24,13,24,4,1,3,51,57,64,14,2,13,26,59,255,141,6,1,50,45,74,147,106,32,12,26,77,57,61,69,1,48,80,30,7,46,26,17,9,8,2
2473,1819,4,2,8,21,8,2,0,12,17,11,13,8,4,7,54,54,60,20,4,10,32,53,280,114,3,3,47,40,81,129,84,40,16,24,83,43,72,91,0,45,83,22,18,38,18,15,15,6,5
2474,1811,9,1,4,17,16,2,0,15,12,7,21,12,2,11,46,42,78,16,2,8,26,53,277,129,7,8,51,44,74,152,80,46,18,22,79,25,66,79,1,40,73,25,15,38,22,19,13,5,3
2475,1790,3,0,3,16,11,2,0,12,14,10,17,10,3,4,59,60,55,15,0,13,32,45,295,129,8,5,41,48,54,138,80,41,17,24,81,40,62,81,1,51,89,15,7,40,24,13,13,7,2
2476,1781,8,0,3,23,18,1,0,10,21,11,23,11,3,6,50,68,69,21,2,8,34,54,257,122,6,8,51,31,72,127,77,44,15,27,77,36,61,81,0,40,58,18,23,50,23,14,11,7,1
2477,1809,11,2,3,19,13,4,0,18,19,12,23,5,2,6,45,44,86,8,3,7,29,56,294,119,5,6,47,34,71,137,83,29,22,21,81,30,68,99,0,44,86,23,15,35,14,17,11,2,1
2478,1831,13,2,8,14,8,1,0,9,15,8,22,12,5,7,48,54,67,11,3,8,25,65,280,103,7,6,43,44,69,145,79,46,21,22,64,38,68,83,0,55,104,20,13,48,28,17,9,12,2
2479,1913,12,0,8,23,15,6,0,18,20,10,25,12,1,12,55,62,71,22,4,13,37,60,280,141,4,5,47,51,60,135,85,36,17,26,79,43,62,64,1,50,91,23,14,41,36,16,12,5,3
2480,1758,14,1,6,19,10,2,0,19,17,8,31,10,2,7,47,51,90,20,3,16,31,51,232,134,5,4,33,35,64,120,85,32,10,16,67,39,74,76,0,55,95,21,12,40,21,12,14,4,3
2481,1872,5,0,5,32,11,3,0,15,17,10,28,13,4,10,45,54,83,14,1,10,42,66,275,95,4,3,42,48,79,132,89,50,16,32,83,43,63,70,0,51,94,19,17,39,24,14,9,8,5
2482,1781,9,0,2,17,12,3,0,14,16,10,20,11,0,9,57,54,65,8,5,11,36,58,302,117,6,1,33,44,74,123,91,39,14,23,85,46,51,67,0,42,76,19,14,41,23,15,10,7,1
2483,1746,5,0,5,22,9,2,0,17,10,5,22,6,1,6,39,49,61,18,2,13,27,53,309,116,3,4,38,43,72,121,60,39,15,41,68,35,68,80,2,37,79,17,14,42,25,14,16,9,7
2484,1814,11,3,5,13,6,6,0,17,17,10,25,15,2,6,49,50,66,17,1,12,28,63,296,110,5,6,44,45,63,131,89,41,20,25,66,51,63,59,1,45,74,24,17,47,38,13,10,7,2
2485,1804,11,1,11,22,10,4,0,9,14,14,23,11,2,3,49,50,60,14,5,13,30,55,277,99,5,3,49,40,65,116,74,37,15,28,97,52,80,72,3,44,91,21,14,46,17,23,19,3,3
2486,1788,5,2,4,27,13,4,0,12,12,7,16,13,2,6,42,59,79,11,0,11,27,51,262,117,4,5,35,44,78,140,82,45,16,26,82,53,58,77,0,56,81,22,16,36,20,16,11,1,2
2487,1807,8,0,9,21,13,5,0,14,14,11,18,2,0,6,51,63,79,11,1,12,41,61,269,108,4,6,34,34,58,149,74,47,19,27,77,40,80,71,0,39,84,24,12,41,23,26,13,6,2
2488,1767,5,0,4,20,7,3,0,3,17,11,20,5,0,6,37,46,59,10,3,15,35,63,276,127,3,6,37,29,75,129,72,44,20,20,66,47,79,82,0,62,88,17,17,43,21,16,12,9,1
2489,1757,13,0,5,23,8,2,0,17,18,10,15,9,1,8,37,67,79,14,2,10,23,44,275,130,5,1,40,40,61,126,75,50,12,22,70,36,66,77,0,51,84,19,14,43,22,22,8,2,1
2490,1783,6,0,3,18,7,3,0,10,18,3,23,8,3,10,58,45,79,12,4,10,38,53,268,112,2,5,66,45,62,155,82,44,16,17,83,28,56,67,0,50,83,18,9,42,26,19,9,5,3
2491,1787,10,0,3,17,12,1,1,16,21,2,23,8,3,4,46,53,74,17,3,8,33,57,291,109,4,4,50,41,66,120,80,45,9,23,54,30,84,81,2,51,76,22,14,49,27,20,13,8,2
2492,1844,14,1,5,21,12,3,0,20,9,7,27,6,1,8,56,61,69,6,4,14,26,65,281,124,5,5,34,45,81,137,78,48,11,20,72,49,58,70,2,45,98,20,16,35,27,16,14,14,4
2493,1853,10,0,4,18,12,7,0,7,25,9,24,12,3,9,42,45,88,17,0,14,33,69,274,131,4,4,42,42,75,130,79,45,18,26,70,37,63,81,0,44,86,14,12,56,23,29,11,7,2
2494,1824,11,1,1,19,7,0,0,19,17,6,22,8,3,8,47,62,58,18,3,10,35,50,320,123,7,6,44,38,69,124,91,46,11,23,77,37,64,75,1,42,78,22,9,40,31,13,14,10,4
2495,1817,13,0,2,25,10,2,0,15,23,11,13,10,1,8,50,48,70,22,3,12,40,66,258,137,4,3,46,28,74,133,73,50,22,21,64,55,68,79,0,42,66,21,18,49,27,23,10,2,0
2496,1815,11,0,7,21,12,2,0,10,11,9,15,4,1,6,47,50,64,16,2,13,24,59,294,108,4,3,46,39,80,151,79,35,15,25,76,48,67,73,0,57,88,11,11,40,29,23,18,9,2
2497,1804,9,0,4,19,10,2,0,23,18,3,26,7,4,7,46,56,74,7,3,13,28,48,271,113,2,5,27,47,64,135,79,35,24,32,72,37,66,93,1,52,73,23,14,50,32,23,18,6,3
2498,1889,4,0,7,13,12,3,0,16,18,7,24,12,4,6,51,58,77,25,2,6,41,44,304,132,7,1,37,43,78,156,71,43,22,19,73,47,63,78,0,42,83,26,15,47,32,21,10,9,0
2499,1858,14,0,6,20,11,1,0,15,16,10,28,4,2,7,48,52,73,19,2,6,31,54,297,105,9,7,42,42,88,136,85,34,12,20,85,44,66,78,2,44,102,28,11,51,22,8,12,6,3
2500,1828,16,0,7,24,12,3,0,7,13,10,14,7,2,6,57,37,80,17,4,10,36,45,283,94,5,2,43,36,66,136,83,46,11,28,90,50,71,82,0,59,91,27,9,36,29,22,15,6,1
2501,1752,6,1,7,23,12,3,0,11,16,6,18,7,0,10,54,60,69,20,1,7,29,50,262,133,3,3,46,43,74,121,73,38,19,25,63,45,59,66,0,48,70,16,15,48,19,22,13,14,4
2502,1796,7,0,2,21,8,2,0,8,17,7,18,5,1,7,50,41,65,14,1,5,30,67,297,113,3,7,44,46,85,134,81,44,13,22,82,45,66,73,2,46,57,25,23,41,27,17,20,5,2
2503,1809,12,0,5,17,7,3,0,9,19,7,27,10,1,12,42,75,67,11,1,6,22,46,308,116,7,3,45,36,57,143,84,48,13,21,81,27,61,84,0,49,75,19,16,61,18,14,9,12,3
2504,1871,7,0,5,15,9,3,0,15,12,10,13,11,3,4,50,67,61,20,1,12,27,52,292,127,4,3,48,39,82,152,87,51,11,31,89,47,74,74,0,46,77,20,11,53,12,22,13,6,3
2505,1824,8,1,2,20,13,2,0,8,15,7,27,9,3,8,61,51,77,8,5,7,26,61,265,112,4,9,42,33,79,166,83,40,15,25,80,39,78,77,3,43,75,21,14,42,23,18,13,4,2
2506,1820,14,1,7,21,14,5,0,15,21,17,24,8,1,9,50,49,85,16,1,7,28,51,281,110,7,7,53,41,70,124,81,48,13,27,75,48,65,54,0,56,74,20,13,44,23,14,10,14,4
2507,1855,6,1,12,22,8,5,0,17,17,18,20,9,3,7,40,51,73,13,1,11,35,64,276,120,5,7,41,38,79,148,80,34,7,17,91,42,58,75,1,45,98,27,21,35,35,14,18,8,2
2508,1872,5,1,9,15,8,1,0,9,15,9,28,5,5,8,48,44,85,18,1,8,30,53,304,118,6,0,55,45,70,136,95,47,24,22,84,37,68,79,2,42,96,18,13,43,23,14,17,6,3
2509,1861,5,1,7,13,9,2,0,13,23,11,21,4,2,4,48,61,94,12,2,9,30,58,294,111,6,1,50,46,76,154,74,45,19,32,64,48,60,78,1,45,87,24,16,46,23,16,11,2,3
2510,1837,6,0,5,16,12,3,0,14,16,4,29,10,2,7,61,56,92,9,1,5,38,60,317,112,2,2,40,38,79,132,85,48,20,21,68,40,44,62,1,66,72,23,12,47,25,16,10,7,2
2511,1882,12,1,6,18,8,5,0,19,27,9,16,11,2,10,52,49,62,12,3,7,25,77,296,124,3,8,56,33,61,142,93,57,15,23,62,51,70,74,4,49,86,28,15,39,29,19,9,5,0
2512,1831,10,1,3,16,11,1,0,11,24,10,28,6,2,9,56,65,73,11,0,9,30,47,296,110,7,0,47,39,69,135,104,36,21,26,77,29,69,74,1,43,74,19,16,47,24,19,14,9,3
2513,1821,8,2,5,23,11,3,0,18,17,9,25,11,0,8,54,43,60,16,0,6,31,62,276,118,4,5,43,41,69,135,98,44,17,21,66,48,73,77,0,49,85,20,19,40,26,12,17,4,2
2514,1913,12,2,7,26,7,3,0,12,22,6,23,9,2,6,52,56,67,13,2,12,39,60,290,130,7,2,53,42,60,144,78,49,14,19,91,49,76,81,0,51,87,27,21,39,26,18,12,8,1
2515,1807,6,0,10,18,13,4,0,16,19,10,24,7,0,4,39,64,80,11,0,12,34,60,302,117,2,5,49,38,66,130,70,46,22,9,59,33,84,79,0,45,89,24,14,36,20,13,15,9,0
2516,1855,14,0,4,31,14,1,0,9,21,10,27,8,4,9,54,51,82,23,2,6,42,59,296,125,6,3,35,31,71,125,88,52,8,17,64,49,72,81,4,56,70,21,15,42,33,13,4,3,0
2517,1711,12,2,6,32,10,1,0,15,17,7,14,7,0,6,37,55,67,10,1,3,33,48,294,116,5,7,26,43,59,144,76,46,19,21,53,49,58,68,1,45,67,20,11,32,22,18,14,10,4
2518,1924,4,1,7,20,10,2,0,12,25,13,29,9,4,8,59,52,74,16,1,11,32,53,312,120,6,6,43,51,66,142,71,39,14,29,98,38,64,78,0,53,100,24,13,44,30,15,13,8,5
2519,1788,11,0,10,30,14,1,0,15,19,7,21,15,1,9,41,54,69,15,3,8,25,55,263,104,3,9,52,47,54,133,92,47,20,26,70,40,67,63,0,51,78,20,13,38,31,19,13,9,3
2520,1838,6,2,6,28,12,1,0,11,15,13,25,9,2,9,58,51,59,15,2,10,38,46,280,132,3,2,51,40,73,139,93,32,17,23,75,38,58,65,1,56,85,22,18,54,20,21,17,3,2
2521,1872,13,0,3,25,12,2,0,10,15,11,26,5,2,9,60,62,88,13,3,17,22,57,264,125,4,9,50,37,70,149,83,46,19,24,78,30,78,62,3,48,94,20,16,55,19,15,15,4,0
2522,1781,6,0,3,16,6,4,0,12,24,9,24,14,0,6,54,62,71,9,1,8,30,43,297,122,6,3,53,46,61,127,75,38,16,18,72,54,70,74,2,38,78,16,14,40,21,18,15,4,1
2523,1798,6,0,4,21,9,1,0,16,23,7,22,8,2,9,54,63,68,11,3,13,39,60,251,128,5,4,43,33,66,158,86,44,22,16,67,47,57,71,0,42,90,21,13,45,15,14,14,3,4
2524,1828,6,1,5,17,11,2,0,13,15,11,29,6,2,9,34,58,68,11,4,8,24,68,321,111,8,2,41,35,76,155,67,49,15,25,78,39,69,65,1,45,88,24,8,38,29,17,13,6,1
2525,1801,8,2,6,14,8,5,0,20,18,4,23,8,3,6,48,57,69,18,2,8,36,62,281,133,4,4,54,23,92,117,84,46,6,24,77,46,62,59,0,44,81,26,12,37,30,18,12,3,1
2526,1876,9,0,6,18,11,0,0,8,19,14,16,14,3,5,48,69,81,20,5,12,33,58,289,114,2,3,44,43,71,134,71,49,13,13,76,45,61,72,2,61,96,23,12,52,29,22,16,10,4
2527,1814,8,0,9,26,12,0,0,10,16,8,18,10,2,14,43,60,62,10,5,9,34,44,293,131,6,3,60,37,72,151,75,44,15,21,72,37,60,68,2,52,82,18,13,32,32,22,9,6,1
2528,1870,10,0,4,21,8,2,0,14,22,11,15,12,2,7,46,47,77,18,1,13,33,66,294,129,2,7,56,44,77,124,76,43,17,30,66,45,70,62,0,42,103,24,15,50,17,28,11,7,2
2529,1738,7,1,2,20,9,7,0,15,26,7,19,8,1,6,40,52,70,19,3,17,31,54,281,86,6,2,46,42,71,151,70,42,11,15,75,38,64,63,2,42,82,23,3,36,26,20,16,6,5
2530,1840,6,0,5,18,12,2,0,23,12,15,27,6,3,4,57,52,62,21,1,12,34,64,260,131,7,4,52,39,64,122,74,33,18,25,90,49,88,76,0,49,74,27,16,51,13,15,16,10,1
2531,1854,9,2,6,21,3,1,0,14,17,8,25,7,3,8,60,44,81,11,3,15,24,71,268,132,4,3,56,41,81,135,71,41,17,16,68,46,73,82,0,50,83,20,19,41,33,14,19,6,2
2532,1738,10,1,5,17,5,1,0,15,16,14,31,11,2,3,48,48,64,16,1,11,24,41,276,118,5,3,38,44,72,128,63,41,14,22,80,48,75,71,1,39,74,24,19,42,22,10,14,8,3
2533,1831,9,1,7,17,9,0,0,14,14,9,27,13,2,10,57,62,61,21,1,8,44,54,287,109,5,5,53,29,57,129,65,33,23,26,90,52,73,80,0,53,76,23,17,41,27,15,14,8,1
2534,1772,8,0,3,18,11,2,0,8,26,4,24,9,1,9,50,52,71,13,2,10,26,47,284,115,3,6,46,37,78,120,81,48,16,24,84,40,53,73,4,45,72,24,16,45,21,21,17,4,1
2535,1828,6,0,7,13,9,4,0,13,20,6,35,11,5,6,62,58,69,8,1,9,29,64,264,109,6,1,47,36,83,141,74,41,18,19,84,44,54,96,2,45,89,27,8,36,23,16,15,13,2
2536,1839,8,1,4,15,8,1,0,10,16,7,19,5,3,15,53,67,80,15,2,9,29,54,290,127,3,2,50,29,63,138,69,53,14,26,96,46,63,72,2,49,71,23,10,50,30,22,11,8,1
2537,1802,6,1,7,19,11,4,0,14,18,6,35,9,2,10,50,52,72,11,3,10,31,59,303,111,6,7,49,33,57,132,64,51,21,23,83,47,60,70,1,48,76,24,15,32,23,16,11,5,4
2538,1897,10,2,4,11,8,4,0,16,24,10,23,17,1,11,39,54,82,16,2,6,37,67,288,115,4,5,43,51,75,149,73,31,15,21,87,39,80,73,2,51,93,27,12,46,22,22,15,12,2
2539,1749,9,2,4,17,5,3,0,6,12,8,15,11,4,8,47,52,76,22,3,11,31,51,241,121,5,5,43,35,66,133,86,46,19,21,87,38,63,75,0,42,85,19,14,45,26,16,13,6,2
2540,1791,14,2,3,16,1,3,0,13,20,11,26,10,4,6,48,53,74,16,3,6,45,58,254,116,3,4,34,33,72,123,78,44,19,24,80,50,61,79,2,55,83,24,15,36,29,18,16,6,1
2541,1854,14,1,4,20,13,3,0,14,14,11,19,11,3,12,63,49,72,17,1,10,24,58,295,110,7,5,45,21,89,142,82,42,14,20,76,47,82,82,2,45,77,21,12,38,26,15,13,6,7
2542,1852,10,2,4,16,16,6,0,10,20,10,20,8,3,5,52,55,78,8,1,6,26,61,297,127,6,1,57,44,59,139,88,46,14,26,67,50,65,75,2,41,101,21,14,45,22,15,8,4,1
2543,1709,8,1,3,19,6,3,0,9,26,7,17,9,4,10,42,57,66,10,2,9,25,55,288,97,4,2,50,34,59,134,71,42,11,24,78,30,73,71,0,44,73,22,22,39,23,17,8,2,3
2544,1768,13,0,4,18,10,2,0,14,23,8,22,9,2,10,46,62,70,14,1,8,33,65,257,123,6,6,35,35,62,122,81,40,14,25,78,44,66,66,1,50,85,19,8,50,23,17,17,1,3
2545,1905,9,0,3,22,10,2,0,10,11,6,24,7,3,9,54,47,90,15,0,14,26,56,272,136,5,7,42,47,73,146,74,44,19,27,99,53,60,97,0,46,100,27,10,35,24,18,13,10,3
2546,1833,11,1,9,29,8,3,0,18,15,8,21,9,3,9,56,69,101,12,1,9,25,44,259,138,6,6,45,43,74,116,85,37,12,27,72,28,73,70,1,53,83,26,8,44,26,15,12,8,5
2547,1799,6,0,1,23,10,1,0,8,16,12,18,9,3,8,37,50,84,20,0,6,26,56,294,105,6,8,42,32,74,131,88,44,18,24,72,34,67,80,0,53,81,21,15,35,31,20,20,9,1
2548,1832,14,0,5,17,9,3,0,16,11,10,16,6,3,6,48,42,76,13,1,13,28,61,275,131,8,4,40,52,65,151,79,39,17,18,100,42,63,77,0,37,84,23,15,56,25,13,8,11,1
2549,1837,4,1,5,27,10,2,0,21,17,8,19,14,0,4,42,55,55,14,1,6,31,62,279,127,7,7,58,42,64,129,80,49,22,21,86,38,78,65,1,45,81,29,19,31,28,23,17,8,5
2550,1780,16,1,3,14,8,3,0,11,20,9,22,9,3,6,56,51,68,16,2,10,33,49,269,125,5,2,50,41,63,159,75,30,10,24,64,42,68,75,3,41,84,22,12,37,24,18,18,8,1
2551,1862,8,0,4,15,10,2,0,17,15,14,20,8,2,13,64,45,75,18,1,7,31,53,302,112,5,5,41,29,76,125,90,46,14,27,83,46,75,84,1,60,91,21,14,36,14,13,16,11,3
2552,1731,9,0,8,20,6,2,0,9,20,7,19,7,2,6,44,60,71,18,3,9,21,61,291,111,4,3,46,32,61,131,64,40,23,15,79,37,66,73,1,44,70,28,14,34,24,10,19,6,3
2553,1843,10,0,6,18,9,4,0,13,15,7,17,11,2,7,57,61,69,11,4,13,27,61,265,148,3,5,43,62,60,143,82,52,11,21,66,54,64,82,0,45,90,14,11,33,30,20,11,4,2
